     total_bill    tip     sex smoker   day    time  size  fraction
41        17.46   2.54    Male     No   Sun  Dinner     2  0.145475
42        13.94   3.06    Male     No   Sun  Dinner     2  0.219512
43         9.68   1.32    Male     No   Sun  Dinner     2  0.136364
44        30.40   5.60    Male     No   Sun  Dinner     4  0.184211
45        18.29   3.00    Male     No   Sun  Dinner     2  0.164024
46        22.23   5.00    Male     No   Sun  Dinner     2  0.224921
47        32.40   6.00    Male     No   Sun  Dinner     4  0.185185
48        28.55   2.05    Male     No   Sun  Dinner     3  0.071804
49        18.04   3.00    Male     No   Sun  Dinner     2  0.166297
50        12.54   2.50    Male     No   Sun  Dinner     2  0.199362
51        10.29   2.60  Female     No   Sun  Dinner     2  0.252672
52        34.81   5.20  Female     No   Sun  Dinner     4  0.149382
53         9.94   1.56    Male     No   Sun  Dinner     2  0.156942
54        25.56   4.34    Male     No   Sun  Dinner     4  0.169797
55        19.49   3.51    Male     No   Sun  Dinner     2  0.180092
56        38.01   3.00    Male    Yes   Sat  Dinner     4  0.078927
57        26.41   1.50  Female     No   Sat  Dinner     2  0.056797
58        11.24   1.76    Male    Yes   Sat  Dinner     2  0.156584
59        48.27   6.73    Male     No   Sat  Dinner     4  0.139424
60        20.29   3.21    Male    Yes   Sat  Dinner     2  0.158206
61        13.81   2.00    Male    Yes   Sat  Dinner     2  0.144823
62        11.02   1.98    Male    Yes   Sat  Dinner     2  0.179673
63        18.29   3.76    Male    Yes   Sat  Dinner     4  0.205577
64        17.59   2.64    Male     No   Sat  Dinner     3  0.150085
65        20.08   3.15    Male     No   Sat  Dinner     3  0.156873
66        16.45   2.47  Female     No   Sat  Dinner     2  0.150152
67         3.07   1.00  Female    Yes   Sat  Dinner     1  0.325733
68        20.23   2.01    Male     No   Sat  Dinner     2  0.099357
69        15.01   2.09    Male    Yes   Sat  Dinner     2  0.139241
70        12.02   1.97    Male     No   Sat  Dinner     2  0.163894
71        17.07   3.00  Female     No   Sat  Dinner     3  0.175747
72        26.86   3.14  Female    Yes   Sat  Dinner     2  0.116902
73        25.28   5.00  Female    Yes   Sat  Dinner     2  0.197785
74        14.73   2.20  Female     No   Sat  Dinner     2  0.149355
75        10.51   1.25    Male     No   Sat  Dinner     2  0.118934
76        17.92   3.08    Male    Yes   Sat  Dinner     2  0.171875
77        27.20   4.00    Male     No  Thur   Lunch     4  0.147059
78        22.76   3.00    Male     No  Thur   Lunch     2  0.131810
79        17.29   2.71    Male     No  Thur   Lunch     2  0.156738
80        19.44   3.00    Male    Yes  Thur   Lunch     2  0.154321
81        16.66   3.40    Male     No  Thur   Lunch     2  0.204082
82        10.07   1.83  Female     No  Thur   Lunch     1  0.181728
83        32.68   5.00    Male    Yes  Thur   Lunch     2  0.152999
84        15.98   2.03    Male     No  Thur   Lunch     2  0.127034
85        34.83   5.17  Female     No  Thur   Lunch     4  0.148435
86        13.03   2.00    Male     No  Thur   Lunch     2  0.153492
87        18.28   4.00    Male     No  Thur   Lunch     2  0.218818
88        24.71   5.85    Male     No  Thur   Lunch     2  0.236746
89        21.16   3.00    Male     No  Thur   Lunch     2  0.141777
90        28.97   3.00    Male    Yes   Fri  Dinner     2  0.103555
91        22.49   3.50    Male     No   Fri  Dinner     2  0.155625
92         5.75   1.00  Female    Yes   Fri  Dinner     2  0.173913
93        16.32   4.30  Female    Yes   Fri  Dinner     2  0.263480
94        22.75   3.25  Female     No   Fri  Dinner     2  0.142857
95        40.17   4.73    Male    Yes   Fri  Dinner     4  0.117750
96        27.28   4.00    Male    Yes   Fri  Dinner     2  0.146628
97        12.03   1.50    Male    Yes   Fri  Dinner     2  0.124688
98        21.01   3.00    Male    Yes   Fri  Dinner     2  0.142789
99        12.46   1.50    Male     No   Fri  Dinner     2  0.120385
100       11.35   2.50  Female    Yes   Fri  Dinner     2  0.220264
101       15.38   3.00  Female    Yes   Fri  Dinner     2  0.195059
102       44.30   2.50  Female    Yes   Sat  Dinner     3  0.056433
103       22.42   3.48  Female    Yes   Sat  Dinner     2  0.155219
104       20.92   4.08  Female     No   Sat  Dinner     2  0.195029
105       15.36   1.64    Male    Yes   Sat  Dinner     2  0.106771
106       20.49   4.06    Male    Yes   Sat  Dinner     2  0.198145
107       25.21   4.29    Male    Yes   Sat  Dinner     2  0.170171
108       18.24   3.76    Male     No   Sat  Dinner     2  0.206140
109       14.31   4.00  Female    Yes   Sat  Dinner     2  0.279525
110       14.00   3.00    Male     No   Sat  Dinner     2  0.214286
111        7.25   1.00  Female     No   Sat  Dinner     1  0.137931
112       38.07   4.00    Male     No   Sun  Dinner     3  0.105070
113       23.95   2.55    Male     No   Sun  Dinner     2  0.106472
114       25.71   4.00  Female     No   Sun  Dinner     3  0.155581
115       17.31   3.50  Female     No   Sun  Dinner     2  0.202195
116       29.93   5.07    Male     No   Sun  Dinner     4  0.169395
117       10.65   1.50  Female     No  Thur   Lunch     2  0.140845
118       12.43   1.80  Female     No  Thur   Lunch     2  0.144811
119       24.08   2.92  Female     No  Thur   Lunch     4  0.121262
120       11.69   2.31    Male     No  Thur   Lunch     2  0.197605
121       13.42   1.68  Female     No  Thur   Lunch     2  0.125186
122       14.26   2.50    Male     No  Thur   Lunch     2  0.175316
123       15.95   2.00    Male     No  Thur   Lunch     2  0.125392
124       12.48   2.52  Female     No  Thur   Lunch     2  0.201923
125       29.80   4.20  Female     No  Thur   Lunch     6  0.140940
126        8.52   1.48    Male     No  Thur   Lunch     2  0.173709
127       14.52   2.00  Female     No  Thur   Lunch     2  0.137741
128       11.38   2.00  Female     No  Thur   Lunch     2  0.175747
129       22.82   2.18    Male     No  Thur   Lunch     3  0.095530
130       19.08   1.50    Male     No  Thur   Lunch     2  0.078616
131       20.27   2.83  Female     No  Thur   Lunch     2  0.139615
132       11.17   1.50  Female     No  Thur   Lunch     2  0.134288
133       12.26   2.00  Female     No  Thur   Lunch     2  0.163132
134       18.26   3.25  Female     No  Thur   Lunch     2  0.177985
135        8.51   1.25  Female     No  Thur   Lunch     2  0.146886
136       10.33   2.00  Female     No  Thur   Lunch     2  0.193611
137       14.15   2.00  Female     No  Thur   Lunch     2  0.141343
138       16.00   2.00    Male    Yes  Thur   Lunch     2  0.125000
139       13.16   2.75  Female     No  Thur   Lunch     2  0.208967
140       17.47   3.50  Female     No  Thur   Lunch     2  0.200343
141       34.30   6.70    Male     No  Thur   Lunch     6  0.195335
142       41.19   5.00    Male     No  Thur   Lunch     5  0.121389
143       27.05   5.00  Female     No  Thur   Lunch     6  0.184843
144       16.43   2.30  Female     No  Thur   Lunch     2  0.139988
145        8.35   1.50  Female     No  Thur   Lunch     2  0.179641
146       18.64   1.36  Female     No  Thur   Lunch     3  0.072961
147       11.87   1.63  Female     No  Thur   Lunch     2  0.137321
148        9.78   1.73    Male     No  Thur   Lunch     2  0.176892
149        7.51   2.00    Male     No  Thur   Lunch     2  0.266312
150       14.07   2.50    Male     No   Sun  Dinner     2  0.177683
151       13.13   2.00    Male     No   Sun  Dinner     2  0.152323
152       17.26   2.74    Male     No   Sun  Dinner     3  0.158749
153       24.55   2.00    Male     No   Sun  Dinner     4  0.081466
154       19.77   2.00    Male     No   Sun  Dinner     4  0.101163
155       29.85   5.14  Female     No   Sun  Dinner     5  0.172194
156       48.17   5.00    Male     No   Sun  Dinner     6  0.103799
157       25.00   3.75  Female     No   Sun  Dinner     4  0.150000
158       13.39   2.61  Female     No   Sun  Dinner     2  0.194922
159       16.49   2.00    Male     No   Sun  Dinner     4  0.121286
160       21.50   3.50    Male     No   Sun  Dinner     4  0.162791
161       12.66   2.50    Male     No   Sun  Dinner     2  0.197472
162       16.21   2.00  Female     No   Sun  Dinner     3  0.123381
163       13.81   2.00    Male     No   Sun  Dinner     2  0.144823
164       17.51   3.00  Female    Yes   Sun  Dinner     2  0.171331
165       24.52   3.48    Male     No   Sun  Dinner     3  0.141925
166       20.76   2.24    Male     No   Sun  Dinner     2  0.107900
167       31.71   4.50    Male     No   Sun  Dinner     4  0.141911
168       10.59   1.61  Female    Yes   Sat  Dinner     2  0.152030
169       10.63   2.00  Female    Yes   Sat  Dinner     2  0.188147
170       50.81  10.00    Male    Yes   Sat  Dinner     3  0.196812
171       15.81   3.16    Male    Yes   Sat  Dinner     2  0.199873
172        7.25   5.15    Male    Yes   Sun  Dinner     2  0.710345
173       31.85   3.18    Male    Yes   Sun  Dinner     2  0.099843
174       16.82   4.00    Male    Yes   Sun  Dinner     2  0.237812
175       32.90   3.11    Male    Yes   Sun  Dinner     2  0.094529
176       17.89   2.00    Male    Yes   Sun  Dinner     2  0.111794
177       14.48   2.00    Male    Yes   Sun  Dinner     2  0.138122
178        9.60   4.00  Female    Yes   Sun  Dinner     2  0.416667
179       34.63   3.55    Male    Yes   Sun  Dinner     2  0.102512
180       34.65   3.68    Male    Yes   Sun  Dinner     4  0.106205
181       23.33   5.65    Male    Yes   Sun  Dinner     2  0.242177
182       45.35   3.50    Male    Yes   Sun  Dinner     3  0.077178
183       23.17   6.50    Male    Yes   Sun  Dinner     4  0.280535
184       40.55   3.00    Male    Yes   Sun  Dinner     2  0.073983
185       20.69   5.00    Male     No   Sun  Dinner     5  0.241663
186       20.90   3.50  Female    Yes   Sun  Dinner     3  0.167464
187       30.46   2.00    Male    Yes   Sun  Dinner     5  0.065660
188       18.15   3.50  Female    Yes   Sun  Dinner     3  0.192837
189       23.10   4.00    Male    Yes   Sun  Dinner     3  0.173160
190       15.69   1.50    Male    Yes   Sun  Dinner     2  0.095602
191       19.81   4.19  Female    Yes  Thur   Lunch     2  0.211509
192       28.44   2.56    Male    Yes  Thur   Lunch     2  0.090014
193       15.48   2.02    Male    Yes  Thur   Lunch     2  0.130491
194       16.58   4.00    Male    Yes  Thur   Lunch     2  0.241255
195        7.56   1.44    Male     No  Thur   Lunch     2  0.190476
196       10.34   2.00    Male    Yes  Thur   Lunch     2  0.193424
197       43.11   5.00  Female    Yes  Thur   Lunch     4  0.115982
198       13.00   2.00  Female    Yes  Thur   Lunch     2  0.153846
199       13.51   2.00    Male    Yes  Thur   Lunch     2  0.148038
200       18.71   4.00    Male    Yes  Thur   Lunch     3  0.213789
201       12.74   2.01  Female    Yes  Thur   Lunch     2  0.157771
202       13.00   2.00  Female    Yes  Thur   Lunch     2  0.153846
203       16.40   2.50  Female    Yes  Thur   Lunch     2  0.152439
204       20.53   4.00    Male    Yes  Thur   Lunch     4  0.194837
205       16.47   3.23  Female    Yes  Thur   Lunch     3  0.196114
206       26.59   3.41    Male    Yes   Sat  Dinner     3  0.128244
207       38.73   3.00    Male    Yes   Sat  Dinner     4  0.077459
208       24.27   2.03    Male    Yes   Sat  Dinner     2  0.083642
209       12.76   2.23  Female    Yes   Sat  Dinner     2  0.174765
210       30.06   2.00    Male    Yes   Sat  Dinner     3  0.066534
211       25.89   5.16    Male    Yes   Sat  Dinner     4  0.199305
212       48.33   9.00    Male     No   Sat  Dinner     4  0.186220
213       13.27   2.50  Female    Yes   Sat  Dinner     2  0.188395
214       28.17   6.50  Female    Yes   Sat  Dinner     3  0.230742
215       12.90   1.10  Female    Yes   Sat  Dinner     2  0.085271
216       28.15   3.00    Male    Yes   Sat  Dinner     5  0.106572
217       11.59   1.50    Male    Yes   Sat  Dinner     2  0.129422
218        7.74   1.44    Male    Yes   Sat  Dinner     2  0.186047
219       30.14   3.09  Female    Yes   Sat  Dinner     4  0.102522
220       12.16   2.20    Male    Yes   Fri   Lunch     2  0.180921
221       13.42   3.48  Female    Yes   Fri   Lunch     2  0.259314
222        8.58   1.92    Male    Yes   Fri   Lunch     1  0.223776
223       15.98   3.00  Female     No   Fri   Lunch     3  0.187735
224       13.42   1.58    Male    Yes   Fri   Lunch     2  0.117735
225       16.27   2.50  Female    Yes   Fri   Lunch     2  0.153657
226       10.09   2.00  Female    Yes   Fri   Lunch     2  0.198216
227       20.45   3.00    Male     No   Sat  Dinner     4  0.146699
228       13.28   2.72    Male     No   Sat  Dinner     2  0.204819
229       22.12   2.88  Female    Yes   Sat  Dinner     2  0.130199
230       24.01   2.00    Male    Yes   Sat  Dinner     4  0.083299
231       15.69   3.00    Male    Yes   Sat  Dinner     3  0.191205
232       11.61   3.39    Male     No   Sat  Dinner     2  0.291990
233       10.77   1.47    Male     No   Sat  Dinner     2  0.136490
234       15.53   3.00    Male    Yes   Sat  Dinner     2  0.193175
235       10.07   1.25    Male     No   Sat  Dinner     2  0.124131
236       12.60   1.00    Male    Yes   Sat  Dinner     2  0.079365
237       32.83   1.17    Male    Yes   Sat  Dinner     2  0.035638
238       35.83   4.67  Female     No   Sat  Dinner     3  0.130338
239       29.03   5.92    Male     No   Sat  Dinner     3  0.203927
240       27.18   2.00  Female    Yes   Sat  Dinner     2  0.073584
241       22.67   2.00    Male    Yes   Sat  Dinner     2  0.088222
242       17.82   1.75    Male     No   Sat  Dinner     2  0.098204
243       18.78   3.00  Female     No  Thur  Dinner     2  0.159744
